name,market_cap,url,symbol,price_btc,circulating_supply,price_usd
DATx,48603159.0969,https://coinmarketcap.com/currencies/datx/,DATX,4.05672e-06,1290677165.71,0.0376571
INS Ecosystem,48600248.6141,https://coinmarketcap.com/currencies/ins-ecosystem/,INS,0.000172787,30300918.1344,1.60392
Pura,48186244.4761,https://coinmarketcap.com/currencies/pura/,PURA,2.98924e-05,173656014.2,0.277481
MinexCoin,48131543.0804,https://coinmarketcap.com/currencies/minexcoin/,MNX,0.00138753,3736921.04662,12.88
LBRY Credits,47827969.7741,https://coinmarketcap.com/currencies/library-credit/,LBC,3.11985e-05,165148978.001,0.289605
Bodhi,47478800.0,https://coinmarketcap.com/currencies/bodhi/,BOT,0.000127869,40000000.0,1.18697
Bloom,46906406.3131,https://coinmarketcap.com/currencies/bloomtoken/,BLT,0.000106064,47642434.2803,0.984551
Etherparty,46693985.3713,https://coinmarketcap.com/currencies/etherparty/,FUEL,1.03562e-05,485722752.554,0.096133
BitRent,46498270.0,https://coinmarketcap.com/currencies/bitrent/,RNTB,5.95088e-06,841750000.0,0.05524
Jibrel Network,46144650.0,https://coinmarketcap.com/currencies/jibrel-network/,JNT,3.31404e-05,150000000.0,0.307631
BABB,45557891.7454,https://coinmarketcap.com/currencies/babb/,BAX,2.34264e-07,20950009999.7,0.0021746
QLINK,45350160.0,https://coinmarketcap.com/currencies/qlink/,QLC,2.03561e-05,240000000.0,0.188959
Dock,42917361.8244,https://coinmarketcap.com/currencies/dock/,DOCK,2.02293e-05,228550076.016,0.187781
Soarcoin,42910169.2317,https://coinmarketcap.com/currencies/soarcoin/,SOAR,4.29e-06,1077533090.05,0.0398226
QunQun,42697372.8783,https://coinmarketcap.com/currencies/qunqun/,QUN,5.71885e-06,804304194.098,0.0530861
TokenCard,42544528.0254,https://coinmarketcap.com/currencies/tokencard/,TKN,0.000189144,24231402.9397,1.75576
Wagerr,42387375.0,https://coinmarketcap.com/currencies/wagerr/,WGR,2.49524e-05,183000000.0,0.231625
Lamden,42310885.7253,https://coinmarketcap.com/currencies/lamden/,TAU,3.20504e-05,142215728.19,0.297512
NAGA,42212114.3523,https://coinmarketcap.com/currencies/naga/,NGC,7.88492e-05,57672338.0,0.73193
Datum,41918524.234,https://coinmarketcap.com/currencies/datum/,DAT,5.12685e-06,880811506.299,0.0475908
bitCNY,41654396.438,https://coinmarketcap.com/currencies/bitcny/,BITCNY,1.69674e-05,264469000.0,0.157502
MobileGo,41528757.3945,https://coinmarketcap.com/currencies/mobilego/,MGO,4.56376e-05,98028877.0,0.423638
Gulden,40398945.237,https://coinmarketcap.com/currencies/gulden/,NLG,1.09588e-05,397131000.0,0.101727
Banca,40360042.6852,https://coinmarketcap.com/currencies/banca/,BANCA,3.71648e-07,11698970017.8,0.00344988
YOYOW,40254415.5227,https://coinmarketcap.com/currencies/yoyow/,YOYOW,1.64672e-05,263343444.107,0.152859
TokenClub,40134071.2093,https://coinmarketcap.com/currencies/tokenclub/,TCT,8.98074e-06,481425335.174,0.0833651
Triggers,39936769.9766,https://coinmarketcap.com/currencies/triggers/,TRIG,0.000134005,32105577.5103,1.24392
CPChain,39814902.9657,https://coinmarketcap.com/currencies/cpchain/,CPC,1.51152e-05,283765852.267,0.140309
EDUCare,39727450.0,https://coinmarketcap.com/currencies/educare/,EKT,1.22279e-05,350000000.0,0.113507
Blox,39493260.6707,https://coinmarketcap.com/currencies/blox/,CDT,6.47546e-06,657023039.17,0.0601094
Feathercoin,39484777.9462,https://coinmarketcap.com/currencies/feathercoin/,FTC,2.12499e-05,200171240.0,0.197255
STK,39452495.6797,https://coinmarketcap.com/currencies/stk/,STK,1.24333e-05,341834575.352,0.115414
Melon,39085435.44,https://coinmarketcap.com/currencies/melon/,MLN,0.00702467,599400.0,65.2076
ECC,39060750.0,https://coinmarketcap.com/currencies/eccoin/,ECC,1.68318e-07,25000000000.0,0.00156243
Presearch,38415045.0,https://coinmarketcap.com/currencies/presearch/,PRE,2.66991e-05,155000000.0,0.247839
BlockMason Credit Protocol,38081852.2322,https://coinmarketcap.com/currencies/blockmason/,BCPT,5.66956e-05,72359752.2867,0.526285
Medicalchain,37979575.0,https://coinmarketcap.com/currencies/medical-chain/,MTN,2.21159e-05,185000000.0,0.205295
KickCoin,37793536.101,https://coinmarketcap.com/currencies/kickico/,KICK,8.74416e-06,465615396.285,0.081169
Lunyr,37749819.73,https://coinmarketcap.com/currencies/lunyr/,LUN,0.00176979,2297853.07853,16.4283
Neurotoken,37547616.2522,https://coinmarketcap.com/currencies/neurotoken/,NTK,4.99205e-05,81027236.4876,0.463395
Envion,37480679.3781,https://coinmarketcap.com/currencies/envion/,EVN,3.71009e-05,108830498.056,0.344395
Steem Dollars,37377486.7939,https://coinmarketcap.com/currencies/steem-dollars/,SBD,0.000302116,13327968.077,2.80444
Refereum,37328754.1045,https://coinmarketcap.com/currencies/refereum/,RFR,1.7084e-06,2353864117.32,0.0158585
Metaverse ETP,37191071.5771,https://coinmarketcap.com/currencies/metaverse/,ETP,0.000112623,35574563.4155,1.04544
Sentinel,36855819.9836,https://coinmarketcap.com/currencies/sentinel/,SENT,2.08969e-06,1899999999.15,0.0193978
Safe Exchange Coin,36811098.4149,https://coinmarketcap.com/currencies/safe-exchange-coin/,SAFEX,2.56978e-06,1543157590.0,0.0238544
TaaS,36680871.2896,https://coinmarketcap.com/currencies/taas/,TAAS,0.00048509,8146000.7794,4.50293
Tokenomy,35821938.274,https://coinmarketcap.com/currencies/tokenomy/,TEN,3.09694e-05,124607147.91,0.287479
SunContract,35644246.04,https://coinmarketcap.com/currencies/suncontract/,SNC,3.20884e-05,119665373.154,0.297866
Universa,35434232.5837,https://coinmarketcap.com/currencies/universa/,UTNP,2.14095e-06,1782971091.63,0.0198737
Cobinhood,35307217.6813,https://coinmarketcap.com/currencies/cobinhood/,COB,1.04988e-05,362287317.008,0.0974564
Proxeus,35306606.335,https://coinmarketcap.com/currencies/proxeus/,XES,1.91864e-05,198240350.0,0.1781
Sentinel Chain,34928764.3063,https://coinmarketcap.com/currencies/sentinel-chain/,SENC,1.90744e-05,197269665.857,0.177061
Namecoin,34214678.792,https://coinmarketcap.com/currencies/namecoin/,NMC,0.000250121,14736400.0,2.32178
Havven,34172099.1997,https://coinmarketcap.com/currencies/havven/,HAV,6.08168e-05,60530766.0554,0.564541
Experience Points,34089448.4866,https://coinmarketcap.com/currencies/experience-points/,XP,1.61466e-08,227440393417.0,0.000149883
Switcheo,33953536.0896,https://coinmarketcap.com/currencies/switcheo/,SWH,7.43414e-06,492018909.087,0.0690086
Mobius,33907461.6811,https://coinmarketcap.com/currencies/mobius/,MOBI,9.69787e-06,376657502.4,0.090022
Sharder,33900165.2272,https://coinmarketcap.com/currencies/sharder/,SS,1.28917e-05,283282765.187,0.119669
Dai,33742483.7036,https://coinmarketcap.com/currencies/dai/,DAI,0.000107084,33945204.4647,0.994028
DeepOnion,33673691.6218,https://coinmarketcap.com/currencies/deeponion/,ONION,0.000240875,15060059.9393,2.23596
Spectre.ai Dividend Token,33456449.132,https://coinmarketcap.com/currencies/spectre-dividend/,SXDT,4.39142e-05,82073518.6244,0.40764
ColossusXT,33148278.0571,https://coinmarketcap.com/currencies/colossusxt/,COLX,3.28417e-07,10873350234.2,0.00304858
CyberVein,33106245.5956,https://coinmarketcap.com/currencies/cybervein/,CVT,4.53838e-06,785845243.7,0.0421282
ugChain,33005182.1413,https://coinmarketcap.com/currencies/ugchain/,UGC,6.25055e-06,568842039.121,0.0580217
Viberate,32920598.5239,https://coinmarketcap.com/currencies/viberate/,VIB,2.09371e-05,169386466.432,0.194352
Unikoin Gold,32708368.3216,https://coinmarketcap.com/currencies/unikoin-gold/,UKG,2.49419e-05,141272371.35,0.231527
FirstBlood,32570189.3652,https://coinmarketcap.com/currencies/firstblood/,1ST,4.10096e-05,85558370.5,0.380678
Aeon,32554496.1802,https://coinmarketcap.com/currencies/aeon/,AEON,0.000221776,15813363.084,2.05867
Zoin,32533525.2629,https://coinmarketcap.com/currencies/zoin/,ZOI,0.000198801,17629429.375,1.84541
Bankex,32401706.8816,https://coinmarketcap.com/currencies/bankex/,BKX,4.97729e-05,70129769.7779,0.462025
Elastic,32098059.7668,https://coinmarketcap.com/currencies/elastic/,XEL,3.774e-05,91623140.0,0.350327
XinFin Network,31938747.8471,https://coinmarketcap.com/currencies/xinfin-network/,XDCE,9.65342e-07,3564218468.95,0.00896094
Bitcoin Green,31303752.3581,https://coinmarketcap.com/currencies/bitcoin-green/,BITG,0.00109187,3088556.18507,10.1354
Stox,31291562.3716,https://coinmarketcap.com/currencies/stox/,STX,7.81264e-05,43147623.0992,0.725221
adToken,30821220.0,https://coinmarketcap.com/currencies/adtoken/,ADT,5.53384e-06,600000000.0,0.0513687
SwftCoin,30798775.0,https://coinmarketcap.com/currencies/swftcoin/,SWFTC,1.89593e-06,1750000000.0,0.0175993
Storiqa,30652050.0794,https://coinmarketcap.com/currencies/storiqa/,STQ,4.25112e-07,7767544246.55,0.00394617
CasinoCoin,30622412.7993,https://coinmarketcap.com/currencies/casinocoin/,CSC,9.17043e-08,35973085511.3,0.000851259
Shift,30255435.671,https://coinmarketcap.com/currencies/shift/,SHIFT,0.00027128,12014707.2,2.5182
AI Doctor,30196546.1541,https://coinmarketcap.com/currencies/aidoc/,AIDOC,7.33765e-06,443330795.695,0.0681129
COSS,29642418.4862,https://coinmarketcap.com/currencies/coss/,COSS,2.68773e-05,118810621.886,0.249493
Cofound.it,29408112.5,https://coinmarketcap.com/currencies/cofound-it/,CFI,9.74791e-06,325000000.0,0.0904865
Boolberry,29322286.0303,https://coinmarketcap.com/currencies/boolberry/,BBR,0.000275,11486638.2384,2.55273
Zeepin,29177215.8865,https://coinmarketcap.com/currencies/zeepin/,ZPT,1.06974e-05,293827778.0,0.0993004
Zeusshield,28895922.3952,https://coinmarketcap.com/currencies/zeusshield/,ZSC,2.69943e-06,1153170765.0,0.0250578
Qbao,28404333.7999,https://coinmarketcap.com/currencies/qbao/,QBT,4.68228e-05,65351403.0,0.43464
Legolas Exchange,28241437.7623,https://coinmarketcap.com/currencies/legolas-exchange/,LGO,2.54304e-05,119635679.45,0.236062
Hive Project,28151287.5,https://coinmarketcap.com/currencies/hive-project/,HVN,8.08714e-06,375000000.0,0.0750701
Trade Token,28111958.697,https://coinmarketcap.com/currencies/trade-token/,TIO,3.36788e-05,89921436.0103,0.312628
Mothership,28097860.0,https://coinmarketcap.com/currencies/mothership/,MSP,2.16208e-05,140000000.0,0.200699
I/O Coin,27906787.9206,https://coinmarketcap.com/currencies/iocoin/,IOC,0.00018,16701850.4743,1.67088
PotCoin,27810700.83,https://coinmarketcap.com/currencies/potcoin/,POT,1.36252e-05,219885678.379,0.126478
Bean Cash,27721990.3488,https://coinmarketcap.com/currencies/bean-cash/,BITB,1.19429e-06,2500608000.0,0.0110861
Humaniq,27522046.0496,https://coinmarketcap.com/currencies/humaniq/,HMQ,1.82048e-05,162862944.036,0.168989
Propy,27478941.4974,https://coinmarketcap.com/currencies/propy/,PRO,0.000167008,17725147.3911,1.55028
Mercury,27254400.0,https://coinmarketcap.com/currencies/mercury/,MER,2.93605e-05,100000000.0,0.272544
XTRABYTES,26979920.0,https://coinmarketcap.com/currencies/xtrabytes/,XBY,6.75927e-06,430000000.0,0.062744
Synereo,26968159.1683,https://coinmarketcap.com/currencies/synereo/,AMP,2.88421e-05,100728564.0,0.267731
Unobtanium,26945113.9401,https://coinmarketcap.com/currencies/unobtanium/,UNO,0.0146146,198618.001519,135.663
Matchpool,26906100.0,https://coinmarketcap.com/currencies/guppy/,GUP,3.86471e-05,75000000.0,0.358748
Decision Token,26898892.2774,https://coinmarketcap.com/currencies/decision-token/,HST,9.04815e-05,32025998.4158,0.839908
Everex,26846985.0,https://coinmarketcap.com/currencies/everex/,EVX,0.000175283,16500000.0,1.62709
Monetha,26696990.6104,https://coinmarketcap.com/currencies/monetha/,MTH,1.3222e-05,217515566.83,0.122736
UpToken,25843783.2586,https://coinmarketcap.com/currencies/uptoken/,UP,1.96108e-05,141967607.441,0.18204
MedicCoin,25604793.4891,https://coinmarketcap.com/currencies/mediccoin/,MEDIC,1.53127e-05,180134044.512,0.142143
Crown,25299543.8319,https://coinmarketcap.com/currencies/crown/,CRW,0.000148518,18351087.9068,1.37864
Peerplays,25227143.2591,https://coinmarketcap.com/currencies/peerplays-ppy/,PPY,0.000684949,3967686.0815,6.35815
Grid+,25190062.6409,https://coinmarketcap.com/currencies/grid/,GRID,6.91619e-05,39236491.0,0.642006
HTMLCOIN,25076737.9162,https://coinmarketcap.com/currencies/html-coin/,HTML,4.10074e-08,65877343747.5,0.000380658
Primas,25003673.6,https://coinmarketcap.com/currencies/primas/,PST,5.26092e-05,51200000.0,0.488353
EchoLink,24923840.208,https://coinmarketcap.com/currencies/echolink/,EKO,7.20203e-06,372810007.0,0.066854
HempCoin,24903229.9924,https://coinmarketcap.com/currencies/hempcoin/,THC,1.164e-05,230478759.763,0.10805
ODEM,24567661.597,https://coinmarketcap.com/currencies/odem/,ODE,1.4912e-05,177482510.832,0.138423
Blocktix,24562200.0,https://coinmarketcap.com/currencies/blocktix/,TIX,6.61508e-05,40000000.0,0.614055
Pepe Cash,24348707.2142,https://coinmarketcap.com/currencies/pepe-cash/,PEPECASH,3.73713e-06,701884009.0,0.0346905
Phore,24288934.2901,https://coinmarketcap.com/currencies/phore/,PHR,0.000200978,13019298.9371,1.86561
LEOcoin,24241235.6908,https://coinmarketcap.com/currencies/leocoin/,LEO,2.56671e-05,101743210.921,0.238259
Energo,24142389.4935,https://coinmarketcap.com/currencies/energo/,TSL,4.46851e-06,582029028.5,0.0414797
Agrello,24053535.4894,https://coinmarketcap.com/currencies/agrello-delta/,DLT,3.0138e-05,85978873.0,0.279761
ProChain,23976178.2974,https://coinmarketcap.com/currencies/prochain/,PRA,5.21138e-05,49562749.45,0.483754
SHIELD,23929345.8561,https://coinmarketcap.com/currencies/shield-xsh/,XSH,5.35124e-06,481730691.616,0.0496737
SpaceChain,23757082.4179,https://coinmarketcap.com/currencies/spacechain/,SPC,4.96959e-06,514991706.617,0.046131
Measurable Data Token,23354984.4857,https://coinmarketcap.com/currencies/measurable-data-token/,MDT,8.52134e-06,295256356.59,0.0791007
DMarket,23336560.0025,https://coinmarketcap.com/currencies/dmarket/,DMT,5.00636e-05,50216064.1985,0.464723
StakeNet,23027588.4852,https://coinmarketcap.com/currencies/stakenet/,XSN,4.34583e-05,57082485.7285,0.403409
BlackCoin,22892023.2639,https://coinmarketcap.com/currencies/blackcoin/,BLK,3.20979e-05,76830729.79,0.297954
Alphacat,22728706.4469,https://coinmarketcap.com/currencies/alphacat/,ACAT,8.77469e-07,2790428084.0,0.00814524
Dimecoin,22658182.0961,https://coinmarketcap.com/currencies/dimecoin/,DIME,4.52779e-09,539096740560.0,4.20299e-05
DADI,22593418.8955,https://coinmarketcap.com/currencies/dadi/,DADI,3.12196e-05,77961838.9704,0.289801
WeTrust,22581205.6125,https://coinmarketcap.com/currencies/trust/,TRST,2.63992e-05,92147500.0,0.245055
Bitcoin Atom,22444648.9887,https://coinmarketcap.com/currencies/bitcoin-atom/,BCA,0.000134368,17994587.5,1.2473
Mooncoin,22403136.7025,https://coinmarketcap.com/currencies/mooncoin/,MOON,1.07688e-08,224114513509.0,9.99629e-05
TE-FOOD,22097992.8109,https://coinmarketcap.com/currencies/te-food/,TFD,5.10297e-06,466506494.971,0.0473691
indaHash,21876793.2975,https://coinmarketcap.com/currencies/indahash/,IDH,5.89278e-06,399936258.54,0.0547007
Guaranteed Ethurance Token Extra,21630330.0,https://coinmarketcap.com/currencies/guaranteed-ethurance-token-extra/,GETX,7.76729e-06,300000000.0,0.0721011
AICHAIN,21561918.8066,https://coinmarketcap.com/currencies/aichain/,AIT,4.34117e-06,535067071.156,0.0402976
Karma,21396919.9486,https://coinmarketcap.com/currencies/karma/,KRM,1.29293e-06,1782809241.0,0.0120018
Pascal Coin,21319436.25,https://coinmarketcap.com/currencies/pascal-coin/,PASC,0.00011271,20377000.0,1.04625
Hi Mutual Society,21258407.88,https://coinmarketcap.com/currencies/hi-mutual-society/,HMC,5.66721e-06,404100000.0,0.0526068
GridCoin,21212053.9766,https://coinmarketcap.com/currencies/gridcoin/,GRC,5.8546e-06,390312753.151,0.0543463
Selfkey,21146518.4298,https://coinmarketcap.com/currencies/selfkey/,KEY,1.19115e-06,1912500536.3,0.011057
Omni,21088446.9185,https://coinmarketcap.com/currencies/omni/,OMNI,0.00404973,560977.831058,37.5923
Tao,21014083.5592,https://coinmarketcap.com/currencies/tao/,XTO,6.879e-05,32908859.0146,0.638554
Numeraire,20997839.8121,https://coinmarketcap.com/currencies/numeraire/,NMR,0.00167643,1349328.14616,15.5617
OracleChain,20978520.0,https://coinmarketcap.com/currencies/oraclechain/,OCT,7.53323e-05,30000000.0,0.699284
Blockport,20881950.4562,https://coinmarketcap.com/currencies/blockport/,BPT,4.32684e-05,51990933.4494,0.401646
Moeda Loyalty Points,20803676.9468,https://coinmarketcap.com/currencies/moeda-loyalty-points/,MDA,0.000114175,19628888.0,1.05985
ATMChain,20658765.8262,https://coinmarketcap.com/currencies/attention-token-of-media/,ATM,4.77551e-07,4660285459.8,0.00443294
U Network,20637244.6498,https://coinmarketcap.com/currencies/u-network/,UUU,3.88548e-07,5721823645.0,0.00360676
Radium,20543109.9934,https://coinmarketcap.com/currencies/radium/,RADS,0.0006354,3482945.64331,5.8982
Blackmoon,20341914.6963,https://coinmarketcap.com/currencies/blackmoon/,BMC,0.000103545,21163569.1031,0.961176
Cappasity,20119287.3661,https://coinmarketcap.com/currencies/cappasity/,CAPP,5.23592e-06,413948998.65,0.0486033
VeriCoin,20022656.3721,https://coinmarketcap.com/currencies/vericoin/,VRC,6.96873e-05,30952515.9451,0.646883
ShipChain,19809311.4371,https://coinmarketcap.com/currencies/shipchain/,SHIP,1.25246e-05,170386556.43,0.116261
Lykke,19762586.8913,https://coinmarketcap.com/currencies/lykke/,LKK,6.7846e-06,313795955.98,0.0629791
OneRoot Network,19717081.4904,https://coinmarketcap.com/currencies/oneroot-network/,RNT,8.9907e-06,236252677.891,0.0834576
Diamond,19713867.6637,https://coinmarketcap.com/currencies/diamond/,DMD,0.000766326,2771316.06257,7.11354
Restart Energy MWAT,19684363.0,https://coinmarketcap.com/currencies/restart-energy-mwat/,MWAT,5.10977e-06,415000000.0,0.0474322
Pure,19662606.4341,https://coinmarketcap.com/currencies/pure/,PURE,0.000211166,10031020.842,1.96018
PACcoin,19561670.2418,https://coinmarketcap.com/currencies/paccoin/,$PAC,5.79776e-07,3634741565.52,0.00538186
U.CASH,19531086.397,https://coinmarketcap.com/currencies/ucash/,UCASH,1.1406e-06,1844678440.94,0.0105878
Olympus Labs,19516464.5532,https://coinmarketcap.com/currencies/olympus-labs/,MOT,5.44469e-05,38614960.771,0.505412
Banyan Network,19447449.0838,https://coinmarketcap.com/currencies/banyan-network/,BBN,1.33922e-05,156436866.7,0.124315
Aeron,19425120.0,https://coinmarketcap.com/currencies/aeron/,ARN,0.000160971,13000000.0,1.49424
DIMCOIN,19174712.8862,https://coinmarketcap.com/currencies/dimcoin/,DIM,9.8248e-07,2102485837.33,0.00912002
Ormeus Coin,19108601.188,https://coinmarketcap.com/currencies/ormeus-coin/,ORME,0.000120881,17029321.0837,1.1221
CoinPoker,19082214.2503,https://coinmarketcap.com/currencies/coinpoker/,CHP,8.31344e-06,247272468.995,0.0771708
LATOKEN,19031932.6659,https://coinmarketcap.com/currencies/latoken/,LA,2.53003e-05,81037294.0886,0.234854
Fortuna,19014467.3544,https://coinmarketcap.com/currencies/fortuna/,FOTA,5.12614e-06,399596238.971,0.0475842
PolySwarm,18993264.1355,https://coinmarketcap.com/currencies/polyswarm/,NCT,1.3936e-06,1468214569.51,0.0129363
ALQO,18881297.8459,https://coinmarketcap.com/currencies/alqo/,ALQO,5.028e-05,40454260.3591,0.466732
SIBCoin,18719155.1421,https://coinmarketcap.com/currencies/sibcoin/,SIB,0.000120551,16728019.0362,1.11903
OAX,18545133.8503,https://coinmarketcap.com/currencies/oax/,OAX,7.98835e-05,25009249.58,0.741531
RevolutionVR,18437958.0,https://coinmarketcap.com/currencies/revolutionvr/,RVR,9.45848e-06,210000000.0,0.0877998
Flash,18379620.0,https://coinmarketcap.com/currencies/flash/,FLASH,2.2e-06,900000000.0,0.0204218
Matryx,18283959.6717,https://coinmarketcap.com/currencies/matryx/,MTX,8.48116e-05,23224303.1,0.787277
Covesting,18129125.0,https://coinmarketcap.com/currencies/covesting/,COV,0.000111601,17500000.0,1.03595
carVertical,18127799.8367,https://coinmarketcap.com/currencies/carvertical/,CV,3.49791e-07,5582955240.61,0.00324699
Pareto Network,18102450.7767,https://coinmarketcap.com/currencies/pareto-network/,PARETO,7.97026e-06,244676648.528,0.0739852
PRIZM,17979706.853,https://coinmarketcap.com/currencies/prizm/,PZM,0.00010718,18071673.6,0.994911
Datawallet,17939881.4763,https://coinmarketcap.com/currencies/datawallet/,DXT,4.95263e-06,390222225.333,0.0459735
MUSE,17597031.6469,https://coinmarketcap.com/currencies/bitshares-music/,MUSE,0.000130004,14581805.8361,1.20678
Zap,17559583.7197,https://coinmarketcap.com/currencies/zap/,ZAP,1.7796e-05,106296740.316,0.165194
FlorinCoin,17449156.9998,https://coinmarketcap.com/currencies/florincoin/,FLO,1.3062e-05,143910573.195,0.12125
Databits,17348911.874,https://coinmarketcap.com/currencies/databits/,DTB,8.216e-05,22747808.5,0.762663
MktCoin,17321049.1339,https://coinmarketcap.com/currencies/mktcoin/,MLM,1.6883e-06,1105229687.14,0.0156719
BitClave,17197727.838,https://coinmarketcap.com/currencies/bitclave/,CAT,3.69504e-06,501394405.74,0.0342998
Expanse,17174353.6081,https://coinmarketcap.com/currencies/expanse/,EXP,0.000234008,7906396.53078,2.17221
E-Dinar Coin,17014029.4667,https://coinmarketcap.com/currencies/e-dinar-coin/,EDR,2.06823e-06,886211987.679,0.0191986
Rentberry,16907978.7458,https://coinmarketcap.com/currencies/rentberry/,BERRY,7.1245e-06,255661264.212,0.0661343
MonetaryUnit,16540955.3583,https://coinmarketcap.com/currencies/monetaryunit/,MUE,1.362e-05,130830936.948,0.12643
Incent,16461012.8508,https://coinmarketcap.com/currencies/incent/,INCNT,3.85363e-05,46016602.0,0.357719
aXpire,16460846.0,https://coinmarketcap.com/currencies/axpire/,AXP,6.69166e-06,265000000.0,0.0621164
Block Array,16428509.4782,https://coinmarketcap.com/currencies/block-array/,ARY,2.58628e-05,68430738.22,0.240075
Bismuth,16390166.3714,https://coinmarketcap.com/currencies/bismuth/,BIS,0.000180954,9757619.60044,1.67973
WhiteCoin,16356584.4462,https://coinmarketcap.com/currencies/whitecoin/,XWC,7.07842e-06,248934039.193,0.0657065
Divi,16294803.1907,https://coinmarketcap.com/currencies/divi/,DIVX,0.00032853,5343206.61546,3.04963
Uquid Coin,16208800.0,https://coinmarketcap.com/currencies/uquid-coin/,UQC,0.000174614,10000000.0,1.62088
Payfair,16124963.2976,https://coinmarketcap.com/currencies/payfair/,PFR,1.95181e-05,88999687.0385,0.18118
SolarCoin,16119017.1351,https://coinmarketcap.com/currencies/solarcoin/,SLR,4.07816e-05,42579596.3014,0.378562
Polybius,15892471.036,https://coinmarketcap.com/currencies/polybius/,PLBT,0.000431297,3969564.99833,4.00358
Nimiq Exchange Token,15798510.0,https://coinmarketcap.com/currencies/nimiq/,NET,0.000162089,10500000.0,1.50462
Devery,15763578.4414,https://coinmarketcap.com/currencies/devery/,EVE,2.69901e-05,62918410.0,0.25054
iXledger,15690024.8276,https://coinmarketcap.com/currencies/ixledger/,IXT,4.72416e-05,35778843.8312,0.438528
Rubycoin,15653317.1367,https://coinmarketcap.com/currencies/rubycoin/,RBY,6.5858e-05,25605054.3918,0.611337
Myriad,15630719.8443,https://coinmarketcap.com/currencies/myriad/,XMY,1.07032e-06,1573238250.0,0.00993538
Hacken,15588936.01,https://coinmarketcap.com/currencies/hacken/,HKN,0.000349729,4801899.94793,3.24641
bitUSD,15357607.9312,https://coinmarketcap.com/currencies/bitusd/,BITUSD,0.000107387,15406400.0,0.996833
Lendingblock,15325742.9598,https://coinmarketcap.com/currencies/lendingblock/,LND,3.26072e-06,506331495.093,0.0302682
DecentBet,15265288.1647,https://coinmarketcap.com/currencies/decent-bet/,DBET,1.31861e-05,124714368.758,0.122402
LoMoCoin,15227080.5667,https://coinmarketcap.com/currencies/lomocoin/,LMC,7.05513e-06,232508945.091,0.0654903
Credo,15189823.4765,https://coinmarketcap.com/currencies/credo/,CREDO,2.9758e-06,549891702.891,0.0276233
XPA,15115281.6099,https://coinmarketcap.com/currencies/xpa/,XPA,2.84784e-05,57177751.2519,0.264356
Linda,14854064.1069,https://coinmarketcap.com/currencies/linda/,LINDA,1.77612e-07,9009506891.41,0.00164871
Neumark,14804619.3286,https://coinmarketcap.com/currencies/neumark/,NEU,5.55275e-05,28722127.0414,0.515443
CoinFi,14663644.3869,https://coinmarketcap.com/currencies/coinfi/,COFI,9.07291e-06,174109742.462,0.0842207
Rialto,14512382.5117,https://coinmarketcap.com/currencies/rialto/,XRL,2.0433e-05,76513046.2677,0.189672
BitSend,14505976.7626,https://coinmarketcap.com/currencies/bitsend/,BSD,8.18206e-05,19099050.0,0.759513
Aphelion,14418183.2148,https://coinmarketcap.com/currencies/aphelion/,APH,4.27618e-05,36323057.0,0.396943
Auctus,14397137.6997,https://coinmarketcap.com/currencies/auctus/,AUC,9.3745e-05,16544573.737,0.870203
Bee Token,14340529.2472,https://coinmarketcap.com/currencies/bee-token/,BEE,9.22293e-06,167503521.617,0.0856133
Live Stars,14267855.5548,https://coinmarketcap.com/currencies/live-stars/,LIVE,9.04165e-06,169996074.786,0.0839305
BitDegree,14203474.7742,https://coinmarketcap.com/currencies/bitdegree/,BDG,4.3154e-06,354569198.325,0.0400584
ICOS,14079311.5418,https://coinmarketcap.com/currencies/icos/,ICOS,0.00266263,569636.698932,24.7163
SureRemit,14070700.0,https://coinmarketcap.com/currencies/sureremit/,RMT,3.03161e-06,500000000.0,0.0281414
EncrypGen,14040839.9907,https://coinmarketcap.com/currencies/encrypgen/,DNA,2.46066e-05,61471013.1196,0.228414
B2BX,13837200.5356,https://coinmarketcap.com/currencies/b2bx/,B2B,9.14143e-05,16306550.3791,0.848567
Dovu,13756281.7715,https://coinmarketcap.com/currencies/dovu/,DOVU,2.00775e-05,73810486.3447,0.186373
Elixir,13673887.3919,https://coinmarketcap.com/currencies/elixir/,ELIX,4.66361e-05,31586200.7127,0.432907
Smartlands,13399032.6934,https://coinmarketcap.com/currencies/smartlands/,SLT,0.00028298,5100895.65,2.6268
Oxycoin,13318716.7865,https://coinmarketcap.com/currencies/oxycoin/,OXY,1.32197e-05,108534615.337,0.122714
Clams,13297660.8945,https://coinmarketcap.com/currencies/clams/,CLAM,0.000472318,3032969.59302,4.38437
Titanium BAR,13272912.309,https://coinmarketcap.com/currencies/titanium-bar/,TBAR,3.30815e-05,43222415.7203,0.307084
SwissBorg,13181409.4633,https://coinmarketcap.com/currencies/swissborg/,CHSB,2.46605e-06,575821132.878,0.0228915
Hedge,13124568.1377,https://coinmarketcap.com/currencies/hedge/,HDG,0.000381134,3709674.34,3.53793
Leadcoin,13113749.2541,https://coinmarketcap.com/currencies/leadcoin/,LDC,1.80102e-06,784399591.71,0.0167182
OKCash,13053941.3969,https://coinmarketcap.com/currencies/okcash/,OK,1.90028e-05,74003613.4431,0.176396
Hexx,13046144.3927,https://coinmarketcap.com/currencies/hexx/,HXX,0.000872159,1611440.83063,8.09595
